Unnamed: 0,text,labels
1439,ndiyo ninarahisisha mambo hapa kwa ajili ya ufupi kwa ajili ya hili kwa kweli ndiyo kiini cha matatizo katika filamu hii ina mambo mengi sana yanayoendelea bila maelezo yoyote ya kweli yenye kuridhisha,negative
1440,wote hufanya kazi nzuri na ni wenye kuchekesha,positive
1441,lakini njama hiyo yenye hila haikunisadikisha hata kidogo na sehemu kubwa ya sinema hiyo ilitazamwa kwa jicho lisilo la kawaida lenye kutilia shaka,negative
1442,ninamruhusu rafiki yangu wa kike aongee nami ili kuona wazo hili baya ambalo sisi sote tulilichukia,negative
1443,dakika za mwisho za sinema pia si mbaya,positive
1444,bela lugosi alikuwa na tabia mbaya sana ya kuunganisha mistari isiyo ya kawaida,negative
1445,wonyesho wake ulikuwa wa mbao lakini haukuwa mbaya zaidi ya kipindi cha sinema ya bli,negative
1446,mimi hupenda kupiga makasia kwenye kampuni yangu ya nyaya kwa muhtasari ukisikika kuwa wenye kupendeza kwa hiyo niliitazama mara mbili tayari na labda nitaiangalia tena,positive
1447,ninaamini kwamba mwandishi wa kampuni hiyo alifanya kazi nzuri ya kuunganisha sehemu za siri za sinema,positive
1448,mara nyingi nambari zangu kwa ajili ya njama hiyo,positive
1449,nimesema zaidi ya mwingine yeyote asiyependa waharibikaji ili sitaki kuwa mmoja lakini naamini filamu hii ina thamani ya wakati wako,positive
1450,eleza sinema chafu,negative
1451,si yenye kutisha sana na isiyofahamika sana,negative
1452,mpango huo hauning inia pamoja hata kidogo na tendo hilo linahuzunisha sana,negative
1453,si nzuri hata kwa thamani ya kambi,negative
1454,int akitarajia kupata vifaa vya oscar lakini hivi,negative
1455,soni lazima awe na iq ya moluska mpumbavu hasa ili usimwone huyo akija,negative
1456,filamu hii na ninaitumia neno hilo bila kutiliwa chumvi ni matusi kwa umma wanaopiga filamu,negative
1457,ikiwa ni mtu fulani tu aliyehusika na simulizi hilo aliyejua jinsi ya kuunganisha simulizi,negative
1458,hili hupata mtu kati ya kwa sababu tu hakuna kitu cha chini zaidi,negative
1459,hii ni moja ambayo haikuwa nayo lakini niliitazama hivi majuzi kwenye kituo cha filamu cha mbweha na ilikatishwa tamaa sana,negative
1460,najua alikuwa mchezaji wa kulipwa asiyedhibiti sana maandishi yake lakini kitendo hicho kilikuwa kibaya kama herufi,negative
1461,mshindi mclaglen hata alikuwa mbaya na dolevini ilikuwa karibu isiyoweza kutambuliwa,negative
1462,kutazama uhusiano uliopo kati ya taylor na tanwick kulishangaza jinsi kemikali ndogo zilivyokuwa kwenye kiwambo kati ya hizo mbili,negative
1463,lakini dhana ya filamu hiyo ilikuwa ya kipuuzi sana hivi kwamba rais wa filamu yetu,negative
1464,mandhari za vituo vya kifo hazikuwa zikisonga,negative
1465,jambo lililo baya zaidi ya kuimba kwa tayls lilikuwa kuimba kwa sauti ya chini,negative
1466,popote pale mtayarishaji alipokikosa kabisa,negative
1467,nilivutiwa sana na jinsi alivyocheza,positive
1468,nilijua nilipoiona sinema hiyo kwamba mwigizaji huyo mwenye kipawa angenunua vitu vikubwa zaidi,positive
1469,sinema ya hali ya chini na isiyo na furaha na yenye picha za watu masikini na yenye mtindo wa kushupaza wa hali ya chini inafikiri ni mafuta ya aina gani katika kesho bora na baadhi ya wachech waliotupwa ndani ya kiwanda kilichoachwa tayari kwa ajili ya judo wachache waliofishwa vibaya wakibingirisha mchanganyiko wa la jaji,negative
1470,hata sehemu ya mbele huonekana kuwa mbaya sana,negative
1471,haionekani mbali sana kama america,negative
1472,kama kwamba njama hiyo ni ya kudumu na ya karibuni sana hivi kwamba mwisho ni kama uuaji wa huruma,negative
1473,mazungumzo mabaya na hali ya kukosa tumaini ambayo kila mtu anayepigwa risasi anapoteza nafasi na wakati,negative
1474,nilikuwa na wasiwasi sana juu ya jinsi sinema hii ilivyokuwa mbaya lakini haikuogopa hata kidogo,negative
1475,mazungumzo yamejaa mambo yasiyo na maana,negative
1476,dakika hivi za video zinatupwa ili kuonyesha waigizaji wazee wazee wakiropoka kwa maneno yasiyo ya kweli na yasiyo na maana sana ili kumfanya kijana abadilike rangi nyakati zote akiwa mzee mzee na nyakati nyingine katika latin ambayo huenda yakatamkwa au isikike kwa maneno,negative
1477,upande unaoelekeza ni wa kizembe kabisa,negative
1478,kwa hakika maandishi yaliyochakaa yalizidi kuwa mabaya zaidi kwa ule mwelekezo mbaya,negative
1479,bila shaka kitendo hicho ni bla,negative
1480,kutenda kwa ujumla kwaweza kuwekwa kwa kiwango na usawaziko kamili kati ya kutenda kupita kiasi na kutotenda ifaavyo,negative
1481,na hatimaye baada ya hayo yote twafikia mwisho ambao ungekuwa mkubwa kama ungeshughulikiwa na watu hodari wala si wenye kucheza cheza,negative
1482,niliipenda sana sinema hiyo na ilivutia sana familia iliyokuwa na sehemu yake ya juu na chini lakini mwishowe walijua kwamba walikuwa na upendo wa pekee kati yao,positive
1483,nimeona sinema nyingi zinazoigiza ufuaji wa jaclyn lakini mungu wangu huyu alikuwa mmojawapo wa filamu bora zaidi ingawa ilitoka miaka iliyopita,positive
1484,filamu hiyo ilikuwa na picha ya nyota na kitu nikipendacho zaidi ni kwamba ilifungua macho yangu ili nione waigizaji wengine ambao ninawaona kabla ya hapo,positive
1485,sinema hiyo ilikuwa ndefu lakini niliifurahia kila dakika,positive
1486,kwa ujumla nahesabu sinema hii kuwa kati ya digrii,positive
1487,maisha hayayaweki vya kutosha ili yeyote ajue ni duka gani linalouza linijulishe kwa sababu hili ni lazima liwe linamiliki,positive
1488,nakumbuka hasa hisi zangu zikishambuliwa na nyuzi ndogo ndogo za muziki ambazo hazingeng aa bila onyo lolote na hata umaana mdogo,negative
1489,ni aina tu ya papa anayechunguzwa alasiri ili kumwadhibu mtu asiyeajiriwa kwa kutokuwa na kazi,negative
1490,ni filamu chache tu zinazoweza kuonekana lakini watu wanaoikumbuka huwa tofauti kabisa na sinema zisizo na madoido mengi na nyeusi,positive
1491,sinema hii hufanyiza ulimwengu wake wenyewe na huvutia katika kila njia,positive
1492,lakini filamu hii ilinifikia kwelikweli,positive
1493,ione,positive
1494,ninatumaini kuwa timu inayochochea filamu hii inafanya filamu nyingi zaidi na kwamba zitaendelea kufanya hivyo kwa mtindo wao wenyewe wa ajabu,positive
1495,na nilisahau jangu hapa i project ikiwa na strond fausa aurvg akiwa mkamilifu katika daraka lake akiwa mtu mwenye kusumbua ambaye haelewi mahali alipokuwa anafanyia kazi na kwa nini yeye ni mwenye kusumbua,positive
1496,picha hii ni nzuri na yenye kuchekesha kuhusu maisha katika mwaka wa,positive
1497,i niliona kuhama huko kukifurahisha na kutia moyo,positive
1498,mwanzoni tovuti za eneo hilo katika filamu iliyopigwa picha hapa katika nyati zilinivutia,positive
1499,baadaye nilijikuta nimepoteza uwezo wa sinema hiyo,positive
1500,wasikilizaji wote walipiga makofi mwishoni mwa filamu hiyo,positive
1501,nilitoka kwenye jumba la maonyesho nikiwa na lilti katika shangwe yangu ya hatua kwa hatua moyoni mwangu na kutumaini kwa ajili ya jamii ya kibinadamu,positive
1502,mapambo yana sura nzuri na hufanya kazi vizuri,positive
1503,sehemu iliyobaki ya plasta pia hucheza vizuri,positive
1504,picha za sinema zenye kutokeza kutia ndani maoni mazuri ya barcelona na minara yake maarufu ya saudi,positive
1505,karibu dakika kumi katika filamu hii ikaanza kuwa na mawazo ya pili,negative
1506,karibu nusu ya njia kupitia filamu hii ikaanza kuichukia,negative
1507,kufikia wakati filamu ilipoisha si kwamba tu iliipenda niidharau,negative
1508,yale ambayo filamu hii haina ni maandishi yenye kusadikisha,negative
1509,mwandiko huonekana kana kwamba ni hati ya mkono tu iliyoandikwa na ufyatuaji risasi ukaanza kabla ya hati iliyomalizika kukamilishwa,negative
1510,mambo yatokeayo watu mashuhuri hubadili mpangilio wa njama kwa sababu isiyo na sababu yoyote ila tu maandishi yahitajiyo iwe hivyo,negative
1511,mkavu na juu ya hayo mshari amejipachika tu,positive
1512,kwa sababu ya manufaa yake ya kuchunguza,positive
1513,labda hii ndiyo pindi yenye kuudhi zaidi ambayo nimepata kuona katika maisha yangu yote,negative
1514,ni kipindi kinachoudhi na cha kijinga kuliko vyote ambacho kimewahi kuonekana,negative
1515,kila kitu juu ya hilo ni kibaya tu,negative
1516,siwezi kuelewa ujinga wa aina gani ungetokeza hali hii mbaya mwanzoni bila kutaja majira kadhaa,negative
1517,hati hiyo ni mbaya sana na pia ina mzaha usio wa kiadili ambao kwa kawaida unaona katika sinema ya ri au nc,negative
1518,kuroga pia ni sababu mbaya sana unazoona ni kipindi kibaya sana cha waigizaji,negative
1519,maneno ya mwisho katika kipindi hiki ni mateso halisi,negative
1520,ni nyakati zenye kukatisha tamaa mbali na uhalisi wa mambo,negative
1521,kutazama mashine ya kufulia nguo huku na huku kunaumiza macho yako kwa kadiri ambavyo jambo hili laonyesha,negative
1522,picha ya katika kidato cha pili inaonyesha kipindi hicho ni kibaya sana hivi kwamba hata mama ya kifaa hicho humvuta binti yake nje ya kipindi hicho,negative
1523,mbweha wa karne ya wanaoishi barabarani mwaka wa si kwamba wao ni wapumbavu tu bali pia ni filamu isiyoweza kutiliwa shaka,negative
1524,yamejaa herufi zisizosadikisha ambazo zitaandikwa kwa ustadi na edward vodorov ambaye pia alitokeza na kwa kushangaza anaelekezwa na ean negulesco ambaye angetarajia kupata faida kubwa zaidi kutoka kwake,negative
1525,kutoka hapa kwenye ukurasa wa picha akigeuka bila kukusudia na kuwa mcheshi,negative
1526,kufutwa kwake marumaru mapema hivyo katika shughuli hiyo hakuwezi kushindika kabisa na hakusadiki,negative
1527,na ikiwa hiyo yatosha kuharibu filamu yako basi picha hiyo imeharibiwa na matumizi ya daima ya seti za sinema na sehemu za nje ya nyumba,negative
1528,chochote kilichochochea filamu kama hiyo hakiko mbali nami,negative
1529,sinema hiyo ilikatishwa tamaa sana,negative
1530,kuna matatizo mengi sana hivi kwamba sijui nianzie wapi,negative
1531,bila ya shaka katika hayo ipo adhabu nyengine kali vile vile,positive
1532,steve martin hutoa wonyesho wa kuchekesha wa jamaa mweupe wa tabaka la juu,positive
1533,ongeza akili nyeupe na ya yean ya hali ya juu na kila mtu amecheza vizuri sana,positive
1534,lakini sinema hiyo hufanya makosa mengi mazito,negative
1535,kwanza kuna maoni ya kutosha juu ya ubaguzi wa rangi na mizaha ya kijamii ili kuudhi kila mtu,negative
1536,filamu hiyo imejawa na sauti kali za ubaguzi wa rangi kuelekea watu weusi waliotupwa na pia wazungu wanaonyeshwa kama moroni na boob,negative
1537,kuweka kando kadi ya mashindano ya mbio acheni kutazama kasoro kubwa katika sinema wanayoharibu latifas,negative
1538,hapana pa kukimbilia,negative
1539,int aliona filamu hii tena kwa ajili ya uhuru,negative
1540,boti ya mvuke ni filamu muhimu sana katika historia yetu ya sinema,positive
1541,kutokea kwa pili kwa panya aina ya mykey baada ya mlipuko wa ndege kimya kimya mapema mwaka huo labda ni sinema yake maarufu zaidi kwa sababu ilikuwa yenye kuchosha sana,positive
1542,ingawa bado husikii makeywiy akisema kuna tani nyingi za sauti na muziki kotekote katika kitu cha sinema ambacho sisi hukiona kuwa cha kawaida sasa lakini ambacho kilikuwa kikundi kikubwa cha watu chenye kupendeza katika,positive
1543,hata hivyo baada ya kuona ufupi huo tena baada ya karibu miaka ilishangazwa na jinsi sinema hiyo ilivyo ya kudumu,positive
1544,mara kwa mara ni vigumu kwake kuona polisi wakicheza batamzinga katika majani makavu kwa njia ya kuwazia sana ikiwa mara kwa mara ni yenye ukatili,positive
1545,picha ya werevu na ya umati wa watu bado ni miongoni mwa filamu bora zaidi hata baada ya miaka ya ajabu,positive
1546,kule kubadilika badilika kwa hisia mwenzi kwa mtu katili anayeua kikatili dakika moja ijayo tangazo la kibiashara la mpira wa miguu haliaminiki hata kidogo,negative
1547,ifahamike sana kwamba filamu hii ingepokea tuzo na tuzo nyingi sana hasa wakati ambapo kuna filamu zenye kustahili zaidi huko,negative
1548,mwili na nafsi ya awali ni kazi ya pekee sana,positive
1549,jihn garfield anisti lilli pilmer william conda leeand aliyepigwa picha na mmojawapo wa wataalamu wakubwa zaidi wa sinema ili kupata fursa ya kushindilia filamu hizo,positive
1550,sidhani kuna sifa zozote za kukomboa katika mabadiliko haya,negative
1551,hii ndiyo sinema pekee mbaya aliyowahi kutengeneza,negative
1552,basi ni kiovu hicho walicho nunua,negative
1553,sinema hii ni kielelezo thabiti cha njama mbaya na wazo baya sana kwa njia yoyote ile,negative
1554,ni aibu kuona waigizaji wazuri kama thomerson na jemu wakijiruzuku katika hali mbaya kama hii,negative
1555,nilikuwa na maoni mabaya,negative
1556,sinema zote mbili ni mbaya sana lakini kutokana na jinsi zilivyoonekana mwaka wa,negative
1557,tuanze na matatizo yote hasa yale ambayo profesa mkuu alifanya yalikuwa mabaya sana,negative
1558,mwandiko ni shaghala baghala kubwa lenye kasoro,negative
1559,mfano bora zaidi wa jinsi maandishi yalivyopotoka ni wakati yanapojulikana kwamba unaweza kuwageuza tena wale wanaoitwa zombies kuwa wanadamu kwa kuondoa mkufu wenye kipande cha meteoriti,negative
1560,mkurugenzi paul matthews ambaye pia aliongoza filamu hiyo yenye kutisha ya kwa njia ya kusikitisha hajui jinsi ya kusonga filamu zake,negative
1561,sinema inachosha sana katika sehemu mbalimbali,negative
1562,hakika mwangaza bila ya shaka ni mkali,negative
1563,sinema yaonekana kuwa ya bei rahisi na ya bland,negative
1564,mojawapo ya mambo yenye kuvunja moyo zaidi ni ukosefu wa kwenda mahali palipo wazi,negative
1565,mkusanyiko huu haukufanya kazi vizuri katika wakati uliopita na bila shaka haufanyi kazi hapa,negative
1566,picha zilikuwa mbaya sana,negative
1567,mfuatano wa uwazi angani ulionekana kana kwamba uliumbwa kwenye vishimo vidogo sana kwa ajili ya miungu,negative
1568,mlipuko wa matangi ya gesi mwishoni ulikuwa mbaya sana,negative
1569,sawa na mimi ninajiona kuwa mchambuzi wa haki na mgonjwa kiasi kwamba sifa zinazotokana na athari za wanyama zilikuwa baridi sana,positive
1570,rota apenda mifupa ya meno yenye utelezi,positive
1571,kutoa muhtasari wa filamu hiyo kwa wafugaji ni sinema yenye kuogofya sana inayopaswa kuepukwa kama vile virusi vya ebola,negative
1572,halipendekezwi,negative
1573,hawezi kutazama kwenye kiwambo cha televisheni kwa muda mrefu na kwa njia mbaya sana,negative
1574,mbali na risasi zake mbaya filamu hiyo ina mizigo mingi ya vitu vingine,negative
1575,naelewa kwamba inayodhaniwa kuwa aina ya popcorn yenye bei ya chini lakini hiyo haimaanishi kwamba ni lazima itukana kabisa akili yetu na iwe imeandika kwa njia ya ajabu sana hivi kwamba inaingilia mambo yenye kuudhi,negative
1576,mavi weusi hutumia vipawa vikubwa vibaya hapa pia kwa kuwa yuko katika hali yake ya kukosa adabu kabisa wakati anapozuiwa na kiwango ambacho kwa hakika hakiruhusu,negative
1577,ile filamu pekee nyangavu ilikuwa kilima cha johana ambacho kitaonekana kuwa karibu kisichotambulikana na mashabiki wa chombo bora cha hivi karibuni kwa sababu ya uzito aliopunguza katika kipindi cha katikati,positive
1578,kwa kuwa sinema ya kwanza sasa ilikuwa imebuniwa upya na sasa haikuwa na matokeo yoyote,negative
1579,bajeti ilikuwa ndogo sana,negative
1580,hii haikuonyeshwa tu kwenye plasta bali pia katika mwandiko wa chini wapar ulioazimwa sana kutokana na maandishi ya awali,negative
1581,hata hivyo hapa hapakuwa na hatua yoyote inayofaa au mahali pa kazi kusawazisha mambo,negative
1582,upigaji picha haukupanuka sana,negative
1583,haikuonyesha mandhari pana zilizokuwa sehemu kubwa ya awali,negative
1584,kwa ujumla haikuwa na uwezo wa kuwazia,negative
1585,halipendekezwi,negative
1586,inawezekana kwa sinema kuwa mbaya zaidi kuliko hii,negative
1587,hizi ni njama mlizo panga mjini mpate kuwatoa wenyewe,negative
1588,hata wakati wanawake wanapoonyesha hatimaye hakuna dalili ya maendeleo yanayotarajiwa zaidi na kufikia wakati ambapo sinema hiyo iko juu yako huenda ikawa imelala mbali sana,negative
1589,jihadhari na hii si sinema ya kishenzi ambayo ni kipindi cha takataka,negative
1590,ninashindwa kuamini kwamba hata hivi ni tokeo la jambo hili,negative
1591,ndiyo sababu ninaipitia vibaya sana,negative
1592,kwa kuwa ni mtoto mwenye umri wa miaka tu aliyefurahia sana maonyesho haya na ninaweza kusema kwa fahari kwamba nilifurahia wakati na hata zaidi ya katuni bora,positive
1593,lakini vidole vidogo vya miguu vilibaki vibe na kutokeza moja ya katuni zenye kuchekesha zaidi na zenye ncha kali zaidi zilizowahi kubuniwa,positive
1594,kumbukumbu ni nzito lakini naweza tu kusema kwamba nilifurahia kila tukio na bidhaa inayohusiana na maonyesho hayo,positive
1595,kwa urahisi hakuna katuni nyingine yoyote iliyonifanya nicheke kwa njia ya wororo kabla ya kuanza kukaza fikira kwa vijana kwenye vipindi vya televisheni vya giza,positive
1596,wahusika wote walikuwa wenye kuchekesha na walikuwa na upekee wa kutokuwa na mtu mashuhuri wa kweli,positive
1597,kila mhusika alikuwa mwenye adabu na aliyestahili kuitwa kiongozi,positive
1598,na kila jambo katika khabari hii lilikuwa juu ya upana wa chembe ya haki na kwa hakika mwenyezi mungu ni mwenye kusamehe mwenye kurehemu,negative
1599,inaonekana kwamba mistari yake iliandikwa na kijana mwenye umri wa miaka kumi na mitano ingawa wanajaribu sana sana kusikia kama vile mtoto mwenye umri wa miaka kumi na mitano anavyojua vizuri mazungumzo,negative
1600,perabo ina kiwango kizuri cha nishati na kwa wazi ni yenye kustarehesha sana mbele ya kamera,positive
1601,kwa wazi hakuna udhuru wa kufanya jambo hilo ambalo halifai,negative
1602,ninaiona filamu hii na nilifikiri hii ni filamu ya kipumbavu,negative
1603,jambo la kipumbavu hata zaidi ni kwamba watu waliofikiri kwamba kuna volkeno ndani ya los e malaikaes,negative
1604,kwa kuzua tu mnatakataka nini,negative
1605,katika umalizio wangu sitajishughulisha na sinema hii kwa sababu volkeno katika los malaikas ni upuuzi tu,negative
1606,hadithi hii ni mbaya sana,negative
1607,ndio jaza muwafaka,negative
1608,na alama nyengine,negative
1609,pia kuna unafiki wa kutosha katika filamu hii wa kunifanya nipike,negative
1610,usipoteze wakati wako ukitazama filamu hii ya takataka isiyochunguzwa,negative
1611,ninaamini kwamba weusi wa rangi ya waridi ulifanywa vizuri,positive
