Unnamed: 0,text,labels,tokens,corrected_tokens
997,kitu hakilingani na picha,negative,"['kitu', 'hakilingani', 'na', 'picha']","['kitu', 'hakilingani', 'na', 'picha']"
998,"jambo pekee linalonivunja moyo ni ile bandari nyekundu ya ""fra """,negative,"['jambo', 'pekee', 'linalonivunja', 'moyo', 'ni', 'ile', 'bandari', 'nyekundu', 'ya', 'fra']","['jambo', 'pekee', 'linalonivunja', 'moyo', 'ni', 'ile', 'bandari', 'nyekundu', 'ya', 'fra']"
999,huwezi kujibu simu kwa kutumia kipimo ambacho hakijawahi kufanya kazi hata mara moja,negative,"['huwezi', 'kujibu', 'simu', 'kwa', 'kutumia', 'kipimo', 'ambacho', 'hakijawahi', 'kufanya', 'kazi', 'hata', 'mara', 'moja']","['huwezi', 'kujibu', 'simu', 'kwa', 'kutumia', 'kipimo', 'ambacho', 'hakijawahi', 'kufanya', 'kazi', 'hata', 'mara', 'moja']"
1000,sinema isiyo na lengo lolote kuhusu kijana anayepeperuka,negative,"['sinema', 'isiyo', 'na', 'lengo', 'lolote', 'kuhusu', 'kijana', 'anayepeperuka']","['sinema', 'isiyo', 'na', 'lengo', 'lolote', 'kuhusu', 'kijana', 'anayepeperuka']"
1001,bila kuwa na uhakika ni nani aliyepoteza zaidi wahusika hao wazuri au karibu nusu ya wasikilizaji walitoka nje,negative,"['bila', 'kuwa', 'na', 'uhakika', 'ni', 'nani', 'aliyepoteza', 'zaidi', 'wahusika', 'hao', 'wazuri', 'au', 'karibu', 'nusu', 'ya', 'wasikilizaji', 'walitoka', 'nje']","['bila', 'kuwa', 'na', 'uhakika', 'ni', 'nani', 'aliyepoteza', 'zaidi', 'wahusika', 'hao', 'wazuri', 'au', 'karibu', 'nusu', 'ya', 'wasikilizaji', 'walitoka', 'nje']"
1002,Kujaribu ujanja kwa kamera nyeusi na yenye werevu huiinua sinema hiyo kwa njia isiyo ya kawaida kukawa jambo la kijinga hata zaidi kwa kuwa sinema hiyo ilikuwa duni na njama na mistari ilikuwa karibu haipo,negative,"['kujaribu', 'ujanja', 'kwa', 'kamera', 'nyeusi', 'na', 'yenye', 'werevu', 'huiinua', 'sinema', 'hiyo', 'kwa', 'njia', 'isiyo', 'ya', 'kawaida', 'kukawa', 'jambo', 'la', 'kijinga', 'hata', 'zaidi', 'kwa', 'kuwa', 'sinema', 'hiyo', 'ilikuwa', 'duni', 'na', 'njama', 'na', 'mistari', 'ilikuwa', 'karibu', 'haipo']","['kujaribu', 'ujanja', 'kwa', 'kamera', 'nyeusi', 'na', 'yenye', 'werevu', 'huiinua', 'sinema', 'hiyo', 'kwa', 'njia', 'isiyo', 'ya', 'kawaida', 'kukawa', 'jambo', 'la', 'kijinga', 'hata', 'zaidi', 'kwa', 'kuwa', 'sinema', 'hiyo', 'ilikuwa', 'duni', 'na', 'njama', 'na', 'mistari', 'ilikuwa', 'karibu', 'haipo']"
1003,Ni muziki mdogo sana au chochote cha kusema,negative,"['ni', 'muziki', 'mdogo', 'sana', 'au', 'chochote', 'cha', 'kusema']","['ni', 'muziki', 'mdogo', 'sana', 'au', 'chochote', 'cha', 'kusema']"
1004,tamasha bora zaidi katika filamu ilikuwa wakatigerardo anajaribu kutafuta wimbo ambao huendelea kukimbia kupitia kichwa chake,positive,"['tamasha', 'bora', 'zaidi', 'katika', 'filamu', 'ilikuwa', 'wakatigerardo', 'anajaribu', 'kutafuta', 'wimbo', 'ambao', 'huendelea', 'kukimbia', 'kupitia', 'kichwa', 'chake']","['tamasha', 'bora', 'zaidi', 'katika', 'filamu', 'ilikuwa', 'wakatigerardo', 'anajaribu', 'kutafuta', 'wimbo', 'ambao', 'huendelea', 'kukimbia', 'kupitia', 'kichwa', 'chake']"
1005,sehemu iliyobaki ya sinema hiyo haina uvutio wa sanaa ikiwa ina maana ya utupu kwa sababu haina maana yoyote,negative,"['sehemu', 'iliyobaki', 'ya', 'sinema', 'hiyo', 'haina', 'uvutio', 'wa', 'sanaa', 'ikiwa', 'ina', 'maana', 'ya', 'utupu', 'kwa', 'sababu', 'haina', 'maana', 'yoyote']","['sehemu', 'iliyobaki', 'ya', 'sinema', 'hiyo', 'haina', 'uvutio', 'wa', 'sanaa', 'ikiwa', 'ina', 'maana', 'ya', 'utupu', 'kwa', 'sababu', 'haina', 'maana', 'yoyote']"
1006,Alipoteza saa mbili,negative,"['alipoteza', 'saa', 'mbili']","['alipoteza', 'yangu', 'mbili']"
1007,kuona sinema hiyo leo na kufikiri ilikuwa ni jitihada nzuri kwa watoto,positive,"['kuona', 'sinema', 'hiyo', 'leo', 'na', 'kufikiri', 'ilikuwa', 'ni', 'jitihada', 'nzuri', 'kwa', 'watoto']","['kuona', 'sinema', 'hiyo', 'leo', 'na', 'kufikiri', 'ilikuwa', 'ni', 'jitihada', 'nzuri', 'kwa', 'watoto']"
1008,jambo liwezalo kutabirika kidogo,negative,"['jambo', 'liwezalo', 'kutabirika', 'kidogo']","['jambo', 'liwezalo', 'kutabirika', 'kidogo']"
1009,alipenda sana kuchezesha migodi kama mwalimu wa sayansi,positive,"['alipenda', 'sana', 'kuchezesha', 'migodi', 'kama', 'mwalimu', 'wa', 'sayansi']","['alipenda', 'sana', 'kuchezesha', 'migodi', 'kama', 'mwalimu', 'wa', 'sayansi']"
1010,Na bundi hao wachanga walikuwa wenye kupendeza,positive,"['na', 'bundi', 'hao', 'wachanga', 'walikuwa', 'wenye', 'kupendeza']","['na', 'bundi', 'hao', 'wachanga', 'walikuwa', 'wenye', 'kupendeza']"
1011,filamu hiyo ilionyesha vitu vingi vinavyoweza kuonekana kuwa vinavutia,positive,"['filamu', 'hiyo', 'ilionyesha', 'vitu', 'vingi', 'vinavyoweza', 'kuonekana', 'kuwa', 'vinavutia']","['filamu', 'hiyo', 'ilionyesha', 'vitu', 'vingi', 'vinavyoweza', 'kuonekana', 'kuwa', 'vinavutia']"
1012,nyimbo zilikuwa bora zaidi na kepets zilikuwa zenye kuvutia sana,positive,"['nyimbo', 'zilikuwa', 'bora', 'zaidi', 'na', 'kepets', 'zilikuwa', 'zenye', 'kuvutia', 'sana']","['nyimbo', 'zilikuwa', 'bora', 'zaidi', 'na', 'kepets', 'zilikuwa', 'zenye', 'kuvutia', 'sana']"
1013,Hakika ilikuwa baridi sana.,positive,"['hakika', 'ilikuwa', 'baridi', 'sana']","['hakika', 'ilikuwa', 'baridi', 'sana']"
1014,Hii ni haki kabisa kwa filamu inayowasilisha kila kitu karibu sawa usoni mwako,positive,"['hii', 'ni', 'haki', 'kabisa', 'kwa', 'filamu', 'inayowasilisha', 'kila', 'kitu', 'karibu', 'sawa', 'usoni', 'mwako']","['hii', 'ni', 'haki', 'kabisa', 'kwa', 'filamu', 'inayowasilisha', 'kila', 'kitu', 'karibu', 'sawa', 'usoni', 'mwako']"
1015,Ilikuwa ikitenda kwa wastani kutoka kwa mtu mkuu na ilikuwa bajeti ya chini kama uwezavyo kuona wazi,negative,"['ilikuwa', 'ikitenda', 'kwa', 'wastani', 'kutoka', 'kwa', 'mtu', 'mkuu', 'na', 'ilikuwa', 'bajeti', 'ya', 'chini', 'kama', 'uwezavyo', 'kuona', 'wazi']","['ilikuwa', 'ikitenda', 'kwa', 'wastani', 'kutoka', 'kwa', 'mtu', 'mkuu', 'na', 'ilikuwa', 'bajeti', 'ya', 'chini', 'kama', 'uwezavyo', 'kuona', 'wazi']"
1016,Pitio hili limepitwa na wakati kwa kuwa ninafikiria hadithi ya dada wawili kuwa sinema moja kubwa zaidi iliyowahi kutengenezwa,positive,"['pitio', 'hili', 'limepitwa', 'na', 'wakati', 'kwa', 'kuwa', 'ninafikiria', 'hadithi', 'ya', 'dada', 'wawili', 'kuwa', 'sinema', 'moja', 'kubwa', 'zaidi', 'iliyowahi', 'kutengenezwa']","['pitio', 'hili', 'limepitwa', 'na', 'wakati', 'kwa', 'kuwa', 'ninafikiria', 'hadithi', 'ya', 'dada', 'wawili', 'kuwa', 'sinema', 'moja', 'kubwa', 'zaidi', 'iliyowahi', 'kutengenezwa']"
1017,halina hatia dhidi ya sinema yoyote inayotengeneza sinema kwa kutumia makala zinazoonyesha jinsi sinema zinavyopangwa kwa njia inayoelekeza au sehemu nyingine yoyote ya utengenezaji wa filamu,positive,"['halina', 'hatia', 'dhidi', 'ya', 'sinema', 'yoyote', 'inayotengeneza', 'sinema', 'kwa', 'kutumia', 'makala', 'zinazoonyesha', 'jinsi', 'sinema', 'zinavyopangwa', 'kwa', 'njia', 'inayoelekeza', 'au', 'sehemu', 'nyingine', 'yoyote', 'ya', 'utengenezaji', 'wa', 'filamu']","['halina', 'hatia', 'dhidi', 'ya', 'sinema', 'yoyote', 'inayotengeneza', 'sinema', 'kwa', 'kutumia', 'makala', 'zinazoonyesha', 'jinsi', 'sinema', 'zinavyopangwa', 'kwa', 'njia', 'inayoelekeza', 'au', 'sehemu', 'nyingine', 'yoyote', 'ya', 'utengenezaji', 'wa', 'filamu']"
1018,zote zikiwa kamilifu kabisa zikiwa kazi ya pekee sana katika bahari ya sanaa ya faux,positive,"['zote', 'zikiwa', 'kamilifu', 'kabisa', 'zikiwa', 'kazi', 'ya', 'pekee', 'sana', 'katika', 'bahari', 'ya', 'sanaa', 'ya', 'faux']","['zote', 'zikiwa', 'kamilifu', 'kabisa', 'zikiwa', 'kazi', 'ya', 'pekee', 'sana', 'katika', 'bahari', 'ya', 'sanaa', 'ya', 'faux']"
1019,muundo wa filamu hii kwa urahisi ndio uliojengwa kwa nguvu zaidi katika historia ya sinema,positive,"['muundo', 'wa', 'filamu', 'hii', 'kwa', 'urahisi', 'ndio', 'uliojengwa', 'kwa', 'nguvu', 'zaidi', 'katika', 'historia', 'ya', 'sinema']","['muundo', 'wa', 'filamu', 'hii', 'kwa', 'urahisi', 'ndio', 'uliojengwa', 'kwa', 'nguvu', 'zaidi', 'katika', 'historia', 'ya', 'sinema']"
1020,Siwezi kufikiria sinema nyingine yoyote ambapo jambo muhimu sana hutukia kila dakika,positive,"['siwezi', 'kufikiria', 'sinema', 'nyingine', 'yoyote', 'ambapo', 'jambo', 'muhimu', 'sana', 'hutukia', 'kila', 'dakika']","['siwezi', 'kufikiria', 'sinema', 'nyingine', 'yoyote', 'ambapo', 'jambo', 'muhimu', 'sana', 'hutukia', 'kila', 'dakika']"
1021,kwa maneno mengine kiwango cha yaliyomo cha filamu hii chatosha kwa urahisi kujaza filamu nyinginezo 12,positive,"['kwa', 'maneno', 'mengine', 'kiwango', 'cha', 'yaliyomo', 'cha', 'filamu', 'hii', 'chatosha', 'kwa', 'urahisi', 'kujaza', 'filamu', 'nyinginezo']","['kwa', 'maneno', 'mengine', 'kiwango', 'cha', 'yaliyomo', 'cha', 'filamu', 'hii', 'chatosha', 'kwa', 'urahisi', 'kujaza', 'filamu', 'nyinginezo']"
1022,Ni jinsi gani mtu yeyote mwenye akili timamu aweza kuomba kitu chochote zaidi kutoka kwenye sinema kuliko hiki,positive,"['ni', 'jinsi', 'gani', 'mtu', 'yeyote', 'mwenye', 'akili', 'timamu', 'aweza', 'kuomba', 'kitu', 'chochote', 'zaidi', 'kutoka', 'kwenye', 'sinema', 'kuliko', 'hiki']","['ni', 'jinsi', 'gani', 'mtu', 'yeyote', 'mwenye', 'akili', 'timamu', 'aweza', 'kuomba', 'kitu', 'chochote', 'zaidi', 'kutoka', 'kwenye', 'sinema', 'kuliko', 'hiki']"
1023,kwa kweli hiyo ndiyo sinema bora zaidi inayowazika,positive,"['kwa', 'kweli', 'hiyo', 'ndiyo', 'sinema', 'bora', 'zaidi', 'inayowazika']","['kwa', 'kweli', 'hiyo', 'ndiyo', 'sinema', 'bora', 'zaidi', 'inayowazika']"
1024,"Ndiyo, filamu hiyo inahitaji maswali mengi sana lakini vipande hivyo vinaunganishwa ili kutokeza picha maridadi",positive,"['ndiyo', 'filamu', 'hiyo', 'inahitaji', 'maswali', 'mengi', 'sana', 'lakini', 'vipande', 'hivyo', 'vinaunganishwa', 'ili', 'kutokeza', 'picha', 'maridadi']","['ndiyo', 'filamu', 'hiyo', 'inahitaji', 'maswali', 'mengi', 'sana', 'lakini', 'vipande', 'hivyo', 'vinaunganishwa', 'ili', 'kutokeza', 'picha', 'maridadi']"
1025,filamu hii fupi bila shaka haipigi ngumi,negative,"['filamu', 'hii', 'fupi', 'bila', 'shaka', 'haipigi', 'ngumi']","['filamu', 'hii', 'fupi', 'bila', 'shaka', 'haipigi', 'ngumi']"
1026,Picha si sehemu bora zaidi ya mchezo huo,negative,"['picha', 'si', 'sehemu', 'bora', 'zaidi', 'ya', 'mchezo', 'huo']","['picha', 'si', 'sehemu', 'bora', 'zaidi', 'ya', 'mchezo', 'huo']"
1027,hii ndiyo michezo bora zaidi katika mfululizo huo,positive,"['hii', 'ndiyo', 'michezo', 'bora', 'zaidi', 'katika', 'mfululizo', 'huo']","['hii', 'ndiyo', 'michezo', 'bora', 'zaidi', 'katika', 'mfululizo', 'huo']"
1028,Inastahili upendo wenye nguvu,positive,"['inastahili', 'upendo', 'wenye', 'nguvu']","['inastahili', 'upendo', 'wenye', 'nguvu']"
1029,Hakika huo ni mchezo wa wazimu.,positive,"['hakika', 'huo', 'ni', 'mchezo', 'wa', 'wazimu']","['hakika', 'huo', 'ni', 'mchezo', 'wa', 'wazimu']"
1030,Kuna aina nyingi sana za wanyama ambao hawajagunduliwa ambao ni mchezo mkubwa sana,positive,"['kuna', 'aina', 'nyingi', 'sana', 'za', 'wanyama', 'ambao', 'hawajagunduliwa', 'ambao', 'ni', 'mchezo', 'mkubwa', 'sana']","['kuna', 'aina', 'nyingi', 'sana', 'za', 'wanyama', 'ambao', 'hawajagunduliwa', 'ambao', 'ni', 'mchezo', 'mkubwa', 'sana']"
1031,Punguza pesa zako katika mchezo huu,positive,"['punguza', 'pesa', 'zako', 'katika', 'mchezo', 'huu']","['punguza', 'pesa', 'zako', 'katika', 'mchezo', 'huu']"
1032,Na hicho ni kipimo kidogo.,positive,"['na', 'hicho', 'ni', 'kipimo', 'kidogo']","['na', 'hicho', 'ni', 'kipimo', 'kidogo']"
1033,Kwa kweli michoro hiyo ilikuwa mizuri wakati huo,positive,"['kwa', 'kweli', 'michoro', 'hiyo', 'ilikuwa', 'mizuri', 'wakati', 'huo']","['kwa', 'kweli', 'michoro', 'hiyo', 'ilikuwa', 'mizuri', 'wakati', 'huo']"
1034,Leo michoro hiyo ni ya hali ya juu,negative,"['leo', 'michoro', 'hiyo', 'ni', 'ya', 'hali', 'ya', 'juu']","['leo', 'michoro', 'hiyo', 'ni', 'ya', 'hali', 'ya', 'juu']"
1035,kama wasemavyo katika Canada huu ndio mchezo wa kufurahisha wa mchezo wa mchezo wa kucheza dansi,positive,"['kama', 'wasemavyo', 'katika', 'canada', 'huu', 'ndio', 'mchezo', 'wa', 'kufurahisha', 'wa', 'mchezo', 'wa', 'mchezo', 'wa', 'kucheza', 'dansi']","['kama', 'wasemavyo', 'katika', 'canada', 'huu', 'ndio', 'mchezo', 'wa', 'kufurahisha', 'wa', 'mchezo', 'wa', 'mchezo', 'wa', 'kucheza', 'dansi']"
1036,Miamba hii ya wanyama,positive,"['miamba', 'hii', 'ya', 'wanyama']","['miamba', 'hii', 'ya', 'wanyama']"
1037,Uinunue iifurahie,positive,"['uinunue', 'iifurahie']","['uinunue', 'iifurahie']"
1038,"Mkavu, na juu ya hayo, mshari, amejipachika tu.",positive,"['mkavu', 'na', 'juu', 'ya', 'hayo', 'mshari', 'amejipachika', 'tu']","['mkavu', 'na', 'juu', 'ya', 'hayo', 'mshari', 'amejipachika', 'tu']"
1039,Hiki kilikuwa kipimio kilichoangamizwa kutokana na kutungwa kwake,negative,"['hiki', 'kilikuwa', 'kipimio', 'kilichoangamizwa', 'kutokana', 'na', 'kutungwa', 'kwake']","['hiki', 'kilikuwa', 'kipimio', 'kilichoangamizwa', 'kutokana', 'na', 'kutungwa', 'kwake']"
1040,wazo lenyewe la kwamba sinema hiyo ilikuwa imelemaa linachukua sehemu ndogo kutoka kwenye filamu ya meriocre pg13 na kufanya sinema isiyo ya kawaida huku ikibadili sauti yake kuwa sinema ya familia iliyodharauliwa,negative,"['wazo', 'lenyewe', 'la', 'kwamba', 'sinema', 'hiyo', 'ilikuwa', 'imelemaa', 'linachukua', 'sehemu', 'ndogo', 'kutoka', 'kwenye', 'filamu', 'ya', 'meriocre', 'pg', 'na', 'kufanya', 'sinema', 'isiyo', 'ya', 'kawaida', 'huku', 'ikibadili', 'sauti', 'yake', 'kuwa', 'sinema', 'ya', 'familia', 'iliyodharauliwa']","['wazo', 'lenyewe', 'la', 'kwamba', 'sinema', 'hiyo', 'ilikuwa', 'imelemaa', 'linachukua', 'sehemu', 'ndogo', 'kutoka', 'kwenye', 'filamu', 'ya', 'meriocre', 'pg', 'na', 'kufanya', 'sinema', 'isiyo', 'ya', 'kawaida', 'huku', 'ikibadili', 'sauti', 'yake', 'kuwa', 'sinema', 'ya', 'familia', 'iliyodharauliwa']"
1041,Laiti ungependezwa na mambo machache sana,negative,"['laiti', 'ungependezwa', 'na', 'mambo', 'machache', 'sana']","['laiti', 'ungependezwa', 'na', 'mambo', 'machache', 'sana']"
1042,Haikuhakikisha tu kwamba filamu hiyo ingekuwa na kasoro na kasoro ya chembe za urithi bali pia iliweza kutoa filamu nzima na haitii chumvi kila dakika kila kitu cha kupanga kila mchezo husimuliwa katika trela,negative,"['haikuhakikisha', 'tu', 'kwamba', 'filamu', 'hiyo', 'ingekuwa', 'na', 'kasoro', 'na', 'kasoro', 'ya', 'chembe', 'za', 'urithi', 'bali', 'pia', 'iliweza', 'kutoa', 'filamu', 'nzima', 'na', 'haitii', 'chumvi', 'kila', 'dakika', 'kila', 'kitu', 'cha', 'kupanga', 'kila', 'mchezo', 'husimuliwa', 'katika', 'trela']","['haikuhakikisha', 'tu', 'kwamba', 'filamu', 'hiyo', 'ingekuwa', 'na', 'kasoro', 'na', 'kasoro', 'ya', 'chembe', 'za', 'urithi', 'bali', 'pia', 'iliweza', 'kutoa', 'filamu', 'nzima', 'na', 'haitii', 'chumvi', 'kila', 'dakika', 'kila', 'kitu', 'cha', 'kupanga', 'kila', 'mchezo', 'husimuliwa', 'katika', 'trela']"
1043,Wala si mzaha.,negative,"['wala', 'si', 'mzaha']","['wala', 'si', 'mzaha']"
1044,lakini hata chungu mwenye kipawa huiokoa,negative,"['lakini', 'hata', 'chungu', 'mwenye', 'kipawa', 'huiokoa']","['lakini', 'hata', 'chungu', 'mwenye', 'kipawa', 'huiokoa']"
1045,Wauzaji wake hawashambulii sana na watu kama vile morgan berman journah na usukani wa usukani uliopotea tu,negative,"['wauzaji', 'wake', 'hawashambulii', 'sana', 'na', 'watu', 'kama', 'vile', 'morgan', 'berman', 'journah', 'na', 'usukani', 'wa', 'usukani', 'uliopotea', 'tu']","['wauzaji', 'wake', 'hawashambulii', 'sana', 'na', 'watu', 'kama', 'vile', 'morgan', 'berman', 'journah', 'na', 'usukani', 'wa', 'usukani', 'uliopotea', 'tu']"
1046,hadithi yenyewe ni yenye kutabirika na yenye uvivu,negative,"['hadithi', 'yenyewe', 'ni', 'yenye', 'kutabirika', 'na', 'yenye', 'uvivu']","['hadithi', 'yenyewe', 'ni', 'yenye', 'kutabirika', 'na', 'yenye', 'uvivu']"
1047,athari halisi pekee ni kuwapo kwa wanyama wote na kuungana kwa wale walio katika mandhari hiyo ni baadhi ya kazi mbaya zaidi na iliyo wazi zaidi ya kuwa na rangi ya buluu ya kijani - kibichi ambayo imewahi kuonekana,negative,"['athari', 'halisi', 'pekee', 'ni', 'kuwapo', 'kwa', 'wanyama', 'wote', 'na', 'kuungana', 'kwa', 'wale', 'walio', 'katika', 'mandhari', 'hiyo', 'ni', 'baadhi', 'ya', 'kazi', 'mbaya', 'zaidi', 'na', 'iliyo', 'wazi', 'zaidi', 'ya', 'kuwa', 'na', 'rangi', 'ya', 'buluu', 'ya', 'kijani', 'kibichi', 'ambayo', 'imewahi', 'kuonekana']","['athari', 'halisi', 'pekee', 'ni', 'kuwapo', 'kwa', 'wanyama', 'wote', 'na', 'kuungana', 'kwa', 'wale', 'walio', 'katika', 'mandhari', 'hiyo', 'ni', 'baadhi', 'ya', 'kazi', 'mbaya', 'zaidi', 'na', 'iliyo', 'wazi', 'zaidi', 'ya', 'kuwa', 'na', 'rangi', 'ya', 'buluu', 'ya', 'kijani', 'kibichi', 'ambayo', 'imewahi', 'kuonekana']"
1048,lakini chochote kile kilichowagharimu sana hakikutafsiri kwa ubora kwa hakika,negative,"['lakini', 'chochote', 'kile', 'kilichowagharimu', 'sana', 'hakikutafsiri', 'kwa', 'ubora', 'kwa', 'hakika']","['lakini', 'chochote', 'kile', 'kilichowagharimu', 'sana', 'hakikutafsiri', 'kwa', 'ubora', 'kwa', 'hakika']"
1049,filamu hiyo inafaulu licha ya au labda kwa sababu ya matumizi ya pesa,positive,"['filamu', 'hiyo', 'inafaulu', 'licha', 'ya', 'au', 'labda', 'kwa', 'sababu', 'ya', 'matumizi', 'ya', 'pesa']","['filamu', 'hiyo', 'inafaulu', 'licha', 'ya', 'au', 'labda', 'kwa', 'sababu', 'ya', 'matumizi', 'ya', 'pesa']"
1050,ifurahi kwamba filamu hiyo haikuenda kwa chaguo la wazi zaidi kama ambavyo sinema ndogo ingekuwa kwa hakika,positive,"['ifurahi', 'kwamba', 'filamu', 'hiyo', 'haikuenda', 'kwa', 'chaguo', 'la', 'wazi', 'zaidi', 'kama', 'ambavyo', 'sinema', 'ndogo', 'ingekuwa', 'kwa', 'hakika']","['ifurahi', 'kwamba', 'filamu', 'hiyo', 'haikuenda', 'kwa', 'chaguo', 'la', 'wazi', 'zaidi', 'kama', 'ambavyo', 'sinema', 'ndogo', 'ingekuwa', 'kwa', 'hakika']"
1051,Mbali na kuwa na moja ya nyimbo zenye kupendeza zaidi kuwahi kuandikwa cranch can pia kuna moja ya nyimbo zenye kuvutia zaidi kuwahi kuonyeshwa kwenye kiwambo,positive,"['mbali', 'na', 'kuwa', 'na', 'moja', 'ya', 'nyimbo', 'zenye', 'kupendeza', 'zaidi', 'kuwahi', 'kuandikwa', 'cranch', 'can', 'pia', 'kuna', 'moja', 'ya', 'nyimbo', 'zenye', 'kuvutia', 'zaidi', 'kuwahi', 'kuonyeshwa', 'kwenye', 'kiwambo']","['mbali', 'na', 'kuwa', 'na', 'moja', 'ya', 'nyimbo', 'zenye', 'kupendeza', 'zaidi', 'kuwahi', 'kuandikwa', 'cranch', 'can', 'pia', 'kuna', 'moja', 'ya', 'nyimbo', 'zenye', 'kuvutia', 'zaidi', 'kuwahi', 'kuonyeshwa', 'kwenye', 'kiwambo']"
1052,msichana huyo akimpenda msichana huyo kwa sababu ya ugumu wake,positive,"['msichana', 'huyo', 'akimpenda', 'msichana', 'huyo', 'kwa', 'sababu', 'ya', 'ugumu', 'wake']","['msichana', 'huyo', 'akimpenda', 'msichana', 'huyo', 'kwa', 'sababu', 'ya', 'ugumu', 'wake']"
1053,unapotazama nyuma kwa muda wa saa 2 za maisha yaliyotupwa mbele ya kiwambo,negative,"['unapotazama', 'nyuma', 'kwa', 'muda', 'wa', 'saa', 'za', 'maisha', 'yaliyotupwa', 'mbele', 'ya', 'kiwambo']","['unapotazama', 'nyuma', 'kwa', 'muda', 'wa', 'yangu', 'za', 'maisha', 'yaliyotupwa', 'mbele', 'ya', 'kiwambo']"
1054,ndefu na isiyo na maana,negative,"['ndefu', 'na', 'isiyo', 'na', 'maana']","['ndefu', 'na', 'isiyo', 'na', 'maana']"
1055,lakini ninapendekeza kungojea jitihada zao za wakati ujao zimwache huyo aende,negative,"['lakini', 'ninapendekeza', 'kungojea', 'jitihada', 'zao', 'za', 'wakati', 'ujao', 'zimwache', 'huyo', 'aende']","['lakini', 'ninapendekeza', 'kungojea', 'jitihada', 'kwa', 'za', 'wakati', 'ujao', 'zimwache', 'huyo', 'aende']"
1056,Picha maridadi sana zinazoonyeshwa kwenye mtandao wa Intaneti,positive,"['picha', 'maridadi', 'sana', 'zinazoonyeshwa', 'kwenye', 'mtandao', 'wa', 'intaneti']","['picha', 'maridadi', 'sana', 'zinazoonyeshwa', 'kwenye', 'mtandao', 'wa', 'intaneti']"
1057,Kuaminika kabisa,positive,"['kuaminika', 'kabisa']","['kuaminika', 'kabisa']"
1058,heketi ya ane ilikuwa yenye kusadikisha kabisa,positive,"['heketi', 'ya', 'ane', 'ilikuwa', 'yenye', 'kusadikisha', 'kabisa']","['heketi', 'ya', 'ane', 'ilikuwa', 'yenye', 'kusadikisha', 'kabisa']"
1059,Picha ya ndege mwenye bunduki ilikuwa nzito sana,positive,"['picha', 'ya', 'ndege', 'mwenye', 'bunduki', 'ilikuwa', 'nzito', 'sana']","['picha', 'ya', 'ndege', 'mwenye', 'bunduki', 'ilikuwa', 'nzito', 'sana']"
1060,Imeketi ikivutwa kwenye kiwambo,positive,"['imeketi', 'ikivutwa', 'kwenye', 'kiwambo']","['imeketi', 'ikivutwa', 'kwenye', 'kiwambo']"
1061,Yote kwa ujumla mimi humpa huyu sauti kubwa 9 kati ya 10,positive,"['yote', 'kwa', 'ujumla', 'mimi', 'humpa', 'huyu', 'sauti', 'kubwa', 'kati', 'ya']","['yote', 'kwa', 'ujumla', 'mimi', 'humpa', 'huyu', 'sauti', 'kubwa', 'kati', 'ya']"
1062,Ninafikiri kwamba hank ni mwigizaji mzuri,positive,"['ninafikiri', 'kwamba', 'hank', 'ni', 'mwigizaji', 'mzuri']","['ninafikiri', 'kwamba', 'hank', 'ni', 'mwigizaji', 'mzuri']"
1063,Nilifurahia kuwasomea watoto wangu kitabu hiki walipokuwa wadogo,positive,"['nilifurahia', 'kuwasomea', 'watoto', 'wangu', 'kitabu', 'hiki', 'walipokuwa', 'wadogo']","['nilifurahia', 'kuwasomea', 'watoto', 'wangu', 'kitabu', 'hiki', 'walipokuwa', 'wadogo']"
1064,Nilikatishwa tamaa sana na sinema hiyo,negative,"['nilikatishwa', 'tamaa', 'sana', 'na', 'sinema', 'hiyo']","['nilikatishwa', 'tamaa', 'sana', 'na', 'sinema', 'hiyo']"
1065,Tabia moja inaudhi sana kwa sauti inayonifanya nihisi kucha kwenye ubao wa chokaa,negative,"['tabia', 'moja', 'inaudhi', 'sana', 'kwa', 'sauti', 'inayonifanya', 'nihisi', 'kucha', 'kwenye', 'ubao', 'wa', 'chokaa']","['tabia', 'moja', 'inaudhi', 'sana', 'kwa', 'sauti', 'inayonifanya', 'nihisi', 'kucha', 'kwenye', 'ubao', 'wa', 'chokaa']"
1066,Kuna mandhari isiyo ya lazima kabisa ya matembezi ya garimoshi,negative,"['kuna', 'mandhari', 'isiyo', 'ya', 'lazima', 'kabisa', 'ya', 'matembezi', 'ya', 'garimoshi']","['kuna', 'mandhari', 'isiyo', 'ya', 'lazima', 'kabisa', 'ya', 'matembezi', 'ya', 'garimoshi']"
1067,Hakukuwa na uchangamfu au uvutio wowote kwa mandhari au wahusika hawa,negative,"['hakukuwa', 'na', 'uchangamfu', 'au', 'uvutio', 'wowote', 'kwa', 'mandhari', 'au', 'wahusika', 'hawa']","['hakukuwa', 'na', 'uchangamfu', 'au', 'uvutio', 'wowote', 'kwa', 'mandhari', 'au', 'wahusika', 'hawa']"
1068,sinema hii inanisumbua sana,negative,"['sinema', 'hii', 'inanisumbua', 'sana']","['sinema', 'hii', 'inanisumbua', 'sana']"
